Player_ID,Nationality,Year,Game,Total_Year,Total_Overall
swag,United States ,2014,Counter-Strike: Global Offensive,51459.01,58519.01
Ex6TenZ,Belgium ,2014,Counter-Strike: Global Offensive,88337.18,115459.18
cajunb,Denmark ,2014,Counter-Strike: Global Offensive,285832.53,288625.19
Uzzziii,France ,2014,Counter-Strike: Global Offensive,19648.07,23014.51
kennyS,France ,2014,Counter-Strike: Global Offensive,388197.47,391141.71
Maikelele,Sweden,2014,Counter-Strike: Global Offensive,94383.47,94904.94
ScreaM,Belgium ,2014,Counter-Strike: Global Offensive,172476.1,177473.14
steel,Canada ,2014,Counter-Strike: Global Offensive,23213.68,31576.35
seangares,United States ,2014,Counter-Strike: Global Offensive,92277.53,99107.53
hiko,United States ,2014,Counter-Strike: Global Offensive,138588.43,139608.43
n0thing,United States ,2014,Counter-Strike: Global Offensive,188756.42,222353.77
semphis,Canada ,2014,Counter-Strike: Global Offensive,57100.06,62940.06
aizy,Denmark ,2014,Counter-Strike: Global Offensive,120388.34,120388.34
anger,United States ,2014,Counter-Strike: Global Offensive,22878,30724.67
markeloff,Ukraine,2014,Counter-Strike: Global Offensive,74618.57,155142.58
Dosia,Russia,2014,Counter-Strike: Global Offensive,111758.03,129819.51
ANGE1,Ukraine,2014,Counter-Strike: Global Offensive,78625.38,89444.3
kUcheR,Russia,2014,Counter-Strike: Global Offensive,59514.21,68455.86
Hayko,France ,2014,Counter-Strike: Global Offensive,10593.42,10837.14
twist,Sweden,2014,Counter-Strike: Global Offensive,88855.85,88855.85
adreN,United States ,2014,Counter-Strike: Global Offensive,72685.36,85113.71
shroud,Canada ,2014,Counter-Strike: Global Offensive,180580.69,180580.69
AdreN,Kazakhstan,2014,Counter-Strike: Global Offensive,114810.9,132206.19
chrisJ,Netherlands ,2014,Counter-Strike: Global Offensive,100156.75,100632.28
dennis,Sweden,2014,Counter-Strike: Global Offensive,218595.91,224627.27
tabseN,Germany ,2014,Counter-Strike: Global Offensive,53708.36,54183.89
LEGIJA,Serbia ,2014,Counter-Strike: Global Offensive,47836.24,48484.05
cype,Sweden,2014,Counter-Strike: Global Offensive,11924.21,11924.21
Sf,France ,2014,Counter-Strike: Global Offensive,10283.27,10413.76
znajder,Sweden,2014,Counter-Strike: Global Offensive,77921.66,77921.66
allu,Finland ,2014,Counter-Strike: Global Offensive,157368.18,160200.17
devilwalk,Sweden,2014,Counter-Strike: Global Offensive,36933.38,36933.38
s1mple,Ukraine ,2014,Counter-Strike: Global Offensive,139307.05,139307.05
Pimp,Denmark ,2014,Counter-Strike: Global Offensive,68631.66,69131.66
nitr0,United States ,2014,Counter-Strike: Global Offensive,129694.82,129934.82
karrigan,Denmark ,2014,Counter-Strike: Global Offensive,278869.95,309713.67
AZR,Australia ,2014,Counter-Strike: Global Offensive,47101.43,47101.43
Spunj,Australia ,2014,Counter-Strike: Global Offensive,26651.43,29651.43
fel1x,Germany ,2014,Counter-Strike: Global Offensive,6587.51,14256.1
Havoc,Australia ,2014,Counter-Strike: Global Offensive,13584.76,13584.76
topguN,Australia ,2014,Counter-Strike: Global Offensive,4882.49,9382.49
ShahZaM,United States ,2014,Counter-Strike: Global Offensive,56497.73,56777.73
kRYSTAL,Germany ,2014,Counter-Strike: Global Offensive,31923.28,37198.71
gla1ve,Denmark ,2014,Counter-Strike: Global Offensive,266734.08,269296.28
MSL,Denmark ,2014,Counter-Strike: Global Offensive,176374,176471.54
Spiidi,Germany ,2014,Counter-Strike: Global Offensive,89103.74,89103.74
NAF-FLY,Canada,2014,Counter-Strike: Global Offensive,189872.8,189872.8
FugLy,United States,2014,Counter-Strike: Global Offensive,61278.82,61278.82
FNS,Canada,2014,Counter-Strike: Global Offensive,61389.24,62709.24
r0bs3n,Germany ,2014,Counter-Strike: Global Offensive,10111.59,10111.59
daps,Canada,2014,Counter-Strike: Global Offensive,54196.35,54196.35
nex,Germany ,2014,Counter-Strike: Global Offensive,69847.1,69847.1
jks,Australia ,2014,Counter-Strike: Global Offensive,46201.43,46201.43
reltuC,United States,2014,Counter-Strike: Global Offensive,65754.92,65974.92
denis,Germany ,2014,Counter-Strike: Global Offensive,94689.48,94689.48
strux1,Germany ,2014,Counter-Strike: Global Offensive,13268.06,17239.2
stavros,Germany ,2014,Counter-Strike: Global Offensive,8718.03,12439.78
Troubley,Germany ,2014,Counter-Strike: Global Offensive,9281.3,13069.92
qiezi,China ,2014,Counter-Strike: Global Offensive,8063.97,10378.77
zAAz,Sweden,2014,Counter-Strike: Global Offensive,19881.47,23781.47
juliano,Sweden,2014,Counter-Strike: Global Offensive,20911.47,20911.47
iRENE,Spain ,2014,Counter-Strike: Global Offensive,7635.67,11391.46
Sonia,Spain ,2014,Counter-Strike: Global Offensive,7594.08,7594.08
lillsan,Sweden,2014,Counter-Strike: Global Offensive,4135.12,4135.12
hazed,United States,2014,Counter-Strike: Global Offensive,67154.92,67154.92
flusha,Sweden,2015,Counter-Strike: Global Offensive,397802.28,397802.28
olofmeister,Sweden,2015,Counter-Strike: Global Offensive,361070.79,361411.61
KRiMZ,Sweden,2015,Counter-Strike: Global Offensive,364906.67,364906.67
JW,Sweden,2015,Counter-Strike: Global Offensive,382441.6,382441.6
pronax,Sweden,2015,Counter-Strike: Global Offensive,222442.57,230684.36
NBK,France ,2015,Counter-Strike: Global Offensive,450053.76,471679.54
Happy,France ,2015,Counter-Strike: Global Offensive,420915.14,425631.28
KIOSHIMA,France ,2015,Counter-Strike: Global Offensive,283975.49,284216.97
TaZ,Poland ,2015,Counter-Strike: Global Offensive,463098.49,600609.85
neo,Poland ,2015,Counter-Strike: Global Offensive,464898.49,604369.85
byali,Poland ,2015,Counter-Strike: Global Offensive,452872.49,452872.49
pashaBiceps,Poland ,2015,Counter-Strike: Global Offensive,458394.7,502744.67
snax,Poland ,2015,Counter-Strike: Global Offensive,449212.05,449212.05
Xyp9x,Denmark ,2015,Counter-Strike: Global Offensive,434871.9,436481.8
dupreeh,Denmark ,2015,Counter-Strike: Global Offensive,432472.74,432472.74
karrigan,Denmark ,2015,Counter-Strike: Global Offensive,278869.95,309713.67
cajunb,Denmark ,2015,Counter-Strike: Global Offensive,285832.53,288625.19
dev1ce,Denmark ,2015,Counter-Strike: Global Offensive,429473.21,429570.75
apEX,France ,2015,Counter-Strike: Global Offensive,388408.15,393179.06
seized,Russia,2015,Counter-Strike: Global Offensive,269193.67,270690.16
kennyS,France ,2015,Counter-Strike: Global Offensive,388197.47,391141.71
flamie,Russia,2015,Counter-Strike: Global Offensive,242391.81,242479.23
GuardiaN,Slovakia,2015,Counter-Strike: Global Offensive,262800.07,267623.63
Edward,Ukraine ,2015,Counter-Strike: Global Offensive,262916.75,358739.29
Zeus,Ukraine ,2015,Counter-Strike: Global Offensive,245157.11,338477.71
dennis,Sweden ,2015,Counter-Strike: Global Offensive,218595.91,224627.27
friberg,Sweden ,2015,Counter-Strike: Global Offensive,324945.74,325173.28
shox,France ,2015,Counter-Strike: Global Offensive,278274.03,295496.9
SmithZz,France ,2015,Counter-Strike: Global Offensive,248646.78,273429.74
f0rest,Sweden ,2015,Counter-Strike: Global Offensive,324340.94,515077.57
Xizt,Sweden ,2015,Counter-Strike: Global Offensive,325079.07,359770.23
GeT_RiGhT,Sweden ,2015,Counter-Strike: Global Offensive,328023.36,429904.82
allu,Finland ,2015,Counter-Strike: Global Offensive,157368.18,160200.17
n0thing,United States ,2015,Counter-Strike: Global Offensive,188756.42,222353.77
shroud,Canada ,2015,Counter-Strike: Global Offensive,180580.69,180580.69
Skadoodle,United States ,2015,Counter-Strike: Global Offensive,184913.31,184913.31
fREAKAZOiD,United States ,2015,Counter-Strike: Global Offensive,74893.15,76323.15
seangares,United States ,2015,Counter-Strike: Global Offensive,92277.53,99107.53
FalleN,Brazil ,2015,Counter-Strike: Global Offensive,473257.62,480834.76
fer,Brazil ,2015,Counter-Strike: Global Offensive,470557.62,471462.6
nitr0,United States ,2015,Counter-Strike: Global Offensive,129694.82,129934.82
adreN,United States ,2015,Counter-Strike: Global Offensive,72685.36,85113.71
FugLy,United States ,2015,Counter-Strike: Global Offensive,61278.82,61278.82
ELiGE,United States ,2015,Counter-Strike: Global Offensive,120689.51,120689.51
tarik,United States ,2015,Counter-Strike: Global Offensive,195739.21,195739.21
hiko,United States ,2015,Counter-Strike: Global Offensive,138588.43,139608.43
FNS,Canada ,2015,Counter-Strike: Global Offensive,61389.24,62709.24
coldzera,Brazil ,2015,Counter-Strike: Global Offensive,461568.54,461568.54
reltuC,United States ,2015,Counter-Strike: Global Offensive,65754.92,65974.92
hazed,United States ,2015,Counter-Strike: Global Offensive,67154.92,67154.92
Maikelele,Sweden ,2015,Counter-Strike: Global Offensive,94383.47,94904.94
nex,Germany,2015,Counter-Strike: Global Offensive,69847.1,69847.1
Kjaerbye,Denmark ,2015,Counter-Strike: Global Offensive,314267.17,314267.17
boltz,Brazil ,2015,Counter-Strike: Global Offensive,109329.71,109329.71
steel,Brazil ,2015,Counter-Strike: Global Offensive,54865.94,54865.94
RpK,France ,2015,Counter-Strike: Global Offensive,147606.59,179506.02
Ex6TenZ,Belgium ,2015,Counter-Strike: Global Offensive,88337.18,115459.18
denis,Germany,2015,Counter-Strike: Global Offensive,94689.48,94689.48
b,Germany,2015,Counter-Strike: Global Offensive,57449.74,125854.51
jdm64,United States ,2015,Counter-Strike: Global Offensive,109027.01,109027.01
chrisJ,Netherlands ,2015,Counter-Strike: Global Offensive,100156.75,100632.28
aizy,Denmark ,2015,Counter-Strike: Global Offensive,120388.34,120388.34
Maniac,Switzerland,2015,Counter-Strike: Global Offensive,48554.48,49380.17
oskar,Czech Republic ,2015,Counter-Strike: Global Offensive,69196.09,69196.09
rain,Norway ,2015,Counter-Strike: Global Offensive,136638.84,136638.84
Pimp,Denmark ,2015,Counter-Strike: Global Offensive,68631.66,69131.66
fox,Portugal ,2015,Counter-Strike: Global Offensive,70095.57,70095.57
Spiidi,Germany,2015,Counter-Strike: Global Offensive,89103.74,89103.74
MSL,Denmark ,2015,Counter-Strike: Global Offensive,176374,176471.54
twist,Sweden ,2015,Counter-Strike: Global Offensive,88855.85,88855.85
TACO,Brazil ,2015,Counter-Strike: Global Offensive,451676.97,451676.97
NiKo,Bosnia and Herzegovina,2015,Counter-Strike: Global Offensive,131425.16,131425.16
fnx,Brazil ,2015,Counter-Strike: Global Offensive,381110.67,417552.32
ScreaM,Belgium ,2015,Counter-Strike: Global Offensive,172476.1,177473.14
AdreN,Kazakhstan ,2015,Counter-Strike: Global Offensive,114810.9,132206.19
ANGE1,Ukraine ,2015,Counter-Strike: Global Offensive,78625.38,89444.3
kUcheR,Russia,2015,Counter-Strike: Global Offensive,59514.21,68455.86
NAF-FLY,Canada,2015,Counter-Strike: Global Offensive,189872.8,189872.8
Dosia,Russia,2015,Counter-Strike: Global Offensive,111758.03,129819.51
MICHU,Poland ,2015,Counter-Strike: Global Offensive,122243.48,122243.48
znajder,Sweden,2015,Counter-Strike: Global Offensive,77921.66,77921.66
mou,Kazakhstan ,2015,Counter-Strike: Global Offensive,98124.07,98206.1
B1ad3,Ukraine,2015,Counter-Strike: Global Offensive,61981.48,79414.46
bondik,Ukraine,2015,Counter-Strike: Global Offensive,48277.71,50223.74
WorldEdit,Russia,2015,Counter-Strike: Global Offensive,63083.18,63217.03
ShahZaM,United States ,2015,Counter-Strike: Global Offensive,56497.73,56777.73
markeloff,Ukraine,2015,Counter-Strike: Global Offensive,74618.57,155142.58
szpero,Poland ,2015,Counter-Strike: Global Offensive,115539.78,115539.78
bubble,Bulgaria ,2015,Counter-Strike: Global Offensive,39807.75,40324.38
Furlan,Poland ,2015,Counter-Strike: Global Offensive,112625.58,112625.58
cadiaN,Denmark,2015,Counter-Strike: Global Offensive,31372.27,31372.27
Rush,United States ,2015,Counter-Strike: Global Offensive,195779.33,195779.33
peet,Poland ,2015,Counter-Strike: Global Offensive,15043.68,15043.68
v1c7oR,Bulgaria ,2015,Counter-Strike: Global Offensive,36520.35,36520.35
minise,Poland ,2015,Counter-Strike: Global Offensive,31023.45,31023.45
innocent,Poland ,2015,Counter-Strike: Global Offensive,28557.5,28557.5
stanislaw,Canada ,2015,Counter-Strike: Global Offensive,185007.62,185007.62
kRYSTAL,Germany ,2015,Counter-Strike: Global Offensive,31923.28,37198.71
tenzki,Denmark,2015,Counter-Strike: Global Offensive,64743.25,64743.25
daps,Canada ,2015,Counter-Strike: Global Offensive,54196.35,54196.35
FalleN,Brazil ,2016,Counter-Strike: Global Offensive,473257.62,480834.76
coldzera,Brazil ,2016,Counter-Strike: Global Offensive,461568.54,461568.54
fer,Brazil ,2016,Counter-Strike: Global Offensive,470557.62,471462.6
TACO,Brazil ,2016,Counter-Strike: Global Offensive,451676.97,451676.97
fnx,Brazil ,2016,Counter-Strike: Global Offensive,381110.67,417552.32
neo,Poland ,2016,Counter-Strike: Global Offensive,464898.49,604369.85
TaZ,Poland ,2016,Counter-Strike: Global Offensive,463098.49,600609.85
pashaBiceps,Poland ,2016,Counter-Strike: Global Offensive,458394.7,502744.67
byali,Poland ,2016,Counter-Strike: Global Offensive,452872.49,452872.49
snax,Poland ,2016,Counter-Strike: Global Offensive,449212.05,449212.05
Rush,United States,2016,Counter-Strike: Global Offensive,195779.33,195779.33
stanislaw,Canada ,2016,Counter-Strike: Global Offensive,185007.62,185007.62
Xyp9x,Denmark ,2016,Counter-Strike: Global Offensive,434871.9,436481.8
dupreeh,Denmark ,2016,Counter-Strike: Global Offensive,432472.74,432472.74
dev1ce,Denmark ,2016,Counter-Strike: Global Offensive,429473.21,429570.75
NAF-FLY,Canada ,2016,Counter-Strike: Global Offensive,189872.8,189872.8
tarik,United States,2016,Counter-Strike: Global Offensive,195739.21,195739.21
mixwell,Spain ,2016,Counter-Strike: Global Offensive,168534.03,168534.03
cajunb,Denmark ,2016,Counter-Strike: Global Offensive,285832.53,288625.19
flusha,Sweden ,2016,Counter-Strike: Global Offensive,397802.28,397802.28
Kjaerbye,Denmark ,2016,Counter-Strike: Global Offensive,314267.17,314267.17
seized,Russia,2016,Counter-Strike: Global Offensive,269193.67,270690.16
flamie,Russia,2016,Counter-Strike: Global Offensive,242391.81,242479.23
Edward,Ukraine,2016,Counter-Strike: Global Offensive,262916.75,358739.29
GuardiaN,Slovakia ,2016,Counter-Strike: Global Offensive,262800.07,267623.63
Xizt,Sweden ,2016,Counter-Strike: Global Offensive,325079.07,359770.23
JW,Sweden ,2016,Counter-Strike: Global Offensive,382441.6,382441.6
f0rest,Sweden ,2016,Counter-Strike: Global Offensive,324340.94,515077.57
GeT_RiGhT,Sweden ,2016,Counter-Strike: Global Offensive,328023.36,429904.82
friberg,Sweden ,2016,Counter-Strike: Global Offensive,324945.74,325173.28
Stewie2k,United States,2016,Counter-Strike: Global Offensive,162890,162890
KRiMZ,Sweden ,2016,Counter-Strike: Global Offensive,364906.67,364906.67
MSL,Denmark ,2016,Counter-Strike: Global Offensive,176374,176471.54
k0nfig,Denmark ,2016,Counter-Strike: Global Offensive,156305.81,156305.81
shox,France ,2016,Counter-Strike: Global Offensive,278274.03,295496.9
dennis,Sweden ,2016,Counter-Strike: Global Offensive,218595.91,224627.27
RUBINO,Norway ,2016,Counter-Strike: Global Offensive,140743.35,140743.35
olofmeister,Sweden ,2016,Counter-Strike: Global Offensive,361070.79,361411.61
ScreaM,Belgium,2016,Counter-Strike: Global Offensive,172476.1,177473.14
SmithZz,France ,2016,Counter-Strike: Global Offensive,248646.78,273429.74
karrigan,Denmark ,2016,Counter-Strike: Global Offensive,278869.95,309713.67
RpK,France ,2016,Counter-Strike: Global Offensive,147606.59,179506.02
Zeus,Ukraine,2016,Counter-Strike: Global Offensive,245157.11,338477.71
shroud,Canada ,2016,Counter-Strike: Global Offensive,180580.69,180580.69
gla1ve,Denmark ,2016,Counter-Strike: Global Offensive,266734.08,269296.28
bodyy,France ,2016,Counter-Strike: Global Offensive,133892.7,133892.7
n0thing,United States,2016,Counter-Strike: Global Offensive,188756.42,222353.77
Skadoodle,United States,2016,Counter-Strike: Global Offensive,184913.31,184913.31
s1mple,Ukraine,2016,Counter-Strike: Global Offensive,139307.05,139307.05
autimatic,United States,2016,Counter-Strike: Global Offensive,120234.94,120454.94
Magisk,Denmark ,2016,Counter-Strike: Global Offensive,123931.97,123931.97
kennyS,France ,2016,Counter-Strike: Global Offensive,388197.47,391141.71
apEX,France ,2016,Counter-Strike: Global Offensive,388408.15,393179.06
Happy,France ,2016,Counter-Strike: Global Offensive,420915.14,425631.28
nitr0,United States,2016,Counter-Strike: Global Offensive,129694.82,129934.82
hiko,United States,2016,Counter-Strike: Global Offensive,138588.43,139608.43
ELiGE,United States,2016,Counter-Strike: Global Offensive,120689.51,120689.51
NBK,France ,2016,Counter-Strike: Global Offensive,450053.76,471679.54
pyth,Sweden,2016,Counter-Strike: Global Offensive,107587.43,107587.43
jdm64,United States,2016,Counter-Strike: Global Offensive,109027.01,109027.01
Mo,China ,2016,Counter-Strike: Global Offensive,102116.74,128242.74
DD,China ,2016,Counter-Strike: Global Offensive,102442.39,119406.39
somebody,China ,2016,Counter-Strike: Global Offensive,100050.17,102924.41
fancy1,China ,2016,Counter-Strike: Global Offensive,83008.73,84008.73
AttackeR,China ,2016,Counter-Strike: Global Offensive,79033.9,79033.9
KIOSHIMA,France ,2016,Counter-Strike: Global Offensive,283975.49,284216.97
hen1,Brazil ,2016,Counter-Strike: Global Offensive,90613.34,91518.32
boltz,Brazil ,2016,Counter-Strike: Global Offensive,109329.71,109329.71
felps,Brazil ,2016,Counter-Strike: Global Offensive,130241.69,130241.69
Lucas,Brazil ,2016,Counter-Strike: Global Offensive,89613.34,90518.32
aizy,Denmark,2016,Counter-Strike: Global Offensive,120388.34,120388.34
Friis,Denmark,2016,Counter-Strike: Global Offensive,84226,121891.58
NiKo,Bosnia and Herzegovina,2016,Counter-Strike: Global Offensive,131425.16,131425.16
denis,Germany ,2016,Counter-Strike: Global Offensive,94689.48,94689.48
chrisJ,Netherlands ,2016,Counter-Strike: Global Offensive,100156.75,100632.28
Spiidi,Germany ,2016,Counter-Strike: Global Offensive,89103.74,89103.74
rain,Norway,2016,Counter-Strike: Global Offensive,136638.84,136638.84
tb,China ,2016,Counter-Strike: Global Offensive,59965.48,100926.28
zhokiNg,China ,2016,Counter-Strike: Global Offensive,62996.7,62996.7
advent,China ,2016,Counter-Strike: Global Offensive,62496.7,62496.7
savage,China ,2016,Counter-Strike: Global Offensive,58206.15,102393.23
mou,Kazakhstan,2016,Counter-Strike: Global Offensive,98124.07,98206.1
LOVEYY,China ,2016,Counter-Strike: Global Offensive,55720.96,55720.96
AdreN,Kazakhstan,2016,Counter-Strike: Global Offensive,114810.9,132206.19
Maikelele,Sweden ,2016,Counter-Strike: Global Offensive,94383.47,94904.94
moddii,Sweden ,2016,Counter-Strike: Global Offensive,76517.2,110870.69
Dosia,Russia,2016,Counter-Strike: Global Offensive,111758.03,129819.51
Valde,Denmark ,2016,Counter-Strike: Global Offensive,57173.04,57173.04
allu,Finland,2016,Counter-Strike: Global Offensive,157368.18,160200.17
tenzki,Denmark ,2016,Counter-Strike: Global Offensive,64743.25,64743.25
freddieb,Sweden ,2016,Counter-Strike: Global Offensive,44450.1,44450.1
draken,Sweden ,2016,Counter-Strike: Global Offensive,52117.61,52117.61
jkaem,Norway ,2016,Counter-Strike: Global Offensive,56601.52,56601.52
DEVIL,France ,2016,Counter-Strike: Global Offensive,47356.11,47356.11
daps,Canada ,2016,Counter-Strike: Global Offensive,54196.35,54196.35
REZ,Sweden ,2016,Counter-Strike: Global Offensive,41785.24,41785.24
SHOOWTiME,Brazil ,2016,Counter-Strike: Global Offensive,49964.82,49964.82
oskar,Czech Republic,2016,Counter-Strike: Global Offensive,69196.09,69196.09
doplan,Sweden ,2016,Counter-Strike: Global Offensive,53904.93,53904.93
koosta,United States ,2016,Counter-Strike: Global Offensive,47929.05,47929.05
s4,Sweden ,2013,Dota 2,1390946.91,1392005.68
Loda,Sweden ,2013,Dota 2,693531.89,698225.81
Akke,Sweden ,2013,Dota 2,639311.45,644159.79
AdmiralBulldog,Sweden ,2013,Dota 2,630159.59,630159.59
EGM,Sweden ,2013,Dota 2,670794,670794
Funn1k,Ukraine,2013,Dota 2,400409.55,400409.55
Dendi,Ukraine,2013,Dota 2,727894.1,732549.4
XBOCT,Ukraine,2013,Dota 2,650238.68,651175.29
KuroKy,Germany ,2013,Dota 2,1097128.41,1097851.75
Puppey,Estonia ,2013,Dota 2,1362606.3,1363676.36
Mushi,Malaysia ,2013,Dota 2,774863.03,775150.02
Ohaiyo,Malaysia ,2013,Dota 2,537394.21,537394.21
Net,Malaysia ,2013,Dota 2,150738.75,150956.1
Ky`xY,Malaysia ,2013,Dota 2,120805.64,120871.7
Xtinct,Malaysia ,2013,Dota 2,90348.2,90762.54
Hao,China ,2013,Dota 2,1753405.94,1759847.03
Banana,China ,2013,Dota 2,1267523.72,1279561.56
Mu,China ,2013,Dota 2,1386339.63,1390711.91
SanSheng,China ,2013,Dota 2,1198813.87,1207649.37
KingJ,China ,2013,Dota 2,71779.32,84210.81
MMY!,China ,2013,Dota 2,1100227.04,1112556.41
BurNIng,China ,2013,Dota 2,632344.61,662291.03
Super,China ,2013,Dota 2,1000066.23,1019314.16
rOtK,China ,2013,Dota 2,779647.91,799050.51
Faith,China ,2013,Dota 2,687907.6,706484.09
Ferrari_430,China ,2013,Dota 2,554796.07,578798.68
YYF,China ,2013,Dota 2,417377.64,443435.16
Zhou,China ,2013,Dota 2,259126.62,290746.29
QQQ,China ,2013,Dota 2,94072.84,108380.23
ChuaN,Malaysia ,2013,Dota 2,712249.73,739183.13
N0tail,Denmark ,2013,Dota 2,1275892.35,1284043.96
Fly,Israel ,2013,Dota 2,1192074.71,1205915
Era,Sweden ,2013,Dota 2,126523.4,133210.85
Trixi,Finland ,2013,Dota 2,82623.9,97245.61
H4nn1,Germany ,2013,Dota 2,59906.56,71204.36
DeMoN,United States ,2013,Dota 2,191326.2,191763.86
Aui_2000,Canada ,2013,Dota 2,1931859.44,1931859.44
MP,Korea,2013,Dota 2,428133.93,428133.93
Jyu,Korea,2013,Dota 2,27238.43,27238.43
Tenbird,Korea,2013,Dota 2,23737.03,23737.03
ksH,Korea,2013,Dota 2,21749.32,21749.32
Gandhi,Korea,2013,Dota 2,19221.76,19221.76
EternaLEnVy,Canada ,2013,Dota 2,791697.08,791697.08
pieliedie,Sweden ,2013,Dota 2,690423.9,690423.9
March,Korea,2013,Dota 2,230887.97,230887.97
FLUFFNSTUFF,United States ,2013,Dota 2,42649.24,42649.24
BuLba,United States ,2013,Dota 2,125240.79,125240.79
TC,Canada ,2013,Dota 2,46072.04,46072.04
SingSing,Netherlands ,2013,Dota 2,213806.19,213806.19
Korok,United States ,2013,Dota 2,24173.94,24173.94
Sylar,China ,2013,Dota 2,1013771.67,1019826.72
xiao8,China ,2013,Dota 2,1817094.33,1824534.96
Yao,China ,2013,Dota 2,790659.51,796737.98
DDC,Macao,2013,Dota 2,671410.75,679537.85
Reisen,Korea,2013,Dota 2,59162.02,59162.02
Arteezy,Canada ,2013,Dota 2,1036860.01,1036860.01
Forev,Korea,2013,Dota 2,421387.57,421387.57
Heen,Korea,2013,Dota 2,77165.32,77165.32
ixmike88,United States ,2013,Dota 2,25113.04,25113.04
Silent,Russia,2013,Dota 2,184527.69,184527.69
paS,Germany ,2013,Dota 2,36692.57,36692.57
FATA,Germany ,2013,Dota 2,568992,568992
iceiceice,Singapore ,2013,Dota 2,1123103.56,1125503.56
qojqva,Germany ,2013,Dota 2,84777.89,84777.89
LaNm,China ,2013,Dota 2,933896.18,934348.86
LongDD,China ,2013,Dota 2,37884.53,63256.67
DD,China ,2013,Dota 2,198069.63,203498.01
Mag~,Ukraine,2013,Dota 2,152292.85,152292.85
alwayswannafly,Ukraine,2013,Dota 2,171481.64,171669.08
VANSKOR,Russia,2013,Dota 2,89988.31,89988.31
Goblak,Ukraine,2013,Dota 2,64289.17,66267.76
Scandal,Russia,2013,Dota 2,39210.9,39210.9
7ckngMad,France ,2013,Dota 2,42047.08,42047.08
Sockshka,France ,2013,Dota 2,27096.95,27096.95
Fear,United States,2013,Dota 2,2381799.79,2383155.64
Jeyo,Canada,2013,Dota 2,77338.8,77338.8
Waytosexy,Canada,2013,Dota 2,31167.14,31167.14
NS,Russia,2013,Dota 2,18761.61,26590.19
bdiz,United States ,2013,Dota 2,9208.74,9208.74
Black^,Germany,2013,Dota 2,230328.41,231272.02
1437,Canada ,2013,Dota 2,59898.76,59898.76
Fogged,United States ,2013,Dota 2,20748.42,20748.42
miGGel,Denmark ,2013,Dota 2,15453.19,16117.33
SyndereN,Denmark ,2013,Dota 2,47504.24,47504.24
YamateH,Malaysia ,2013,Dota 2,41343.21,43542.72
Illidan,Russia,2013,Dota 2,349098.97,351802.04
Crazy,Russia,2013,Dota 2,6843.27,6843.27
KSi,Ukraine ,2013,Dota 2,6509.01,6509.01
UNiVeRsE,United States ,2013,Dota 2,2777796.47,2777796.47
bOne7,Romania ,2013,Dota 2,324333.06,324333.06
SexyBamboe,Netherlands,2013,Dota 2,68367.48,68367.48
Fenrir,China ,2013,Dota 2,1134954.79,1134954.79
fy,China ,2013,Dota 2,1032300.02,1032300.02
Sneyking,United States ,2013,Dota 2,11974.65,11974.65
Resolut1on,Ukraine ,2013,Dota 2,973573.55,973573.55
QO,Korea,2013,Dota 2,566779.21,566779.21
Rabbit,China ,2013,Dota 2,270410.27,270410.27
Kabu,China ,2013,Dota 2,43642.46,45234.1
ARS-ART,Russia,2013,Dota 2,80781.58,87636.45
GoD,Russia,2013,Dota 2,390022.94,394736.16
Hao,China ,2014,Dota 2,1753405.94,1759847.03
Banana,China ,2014,Dota 2,1267523.72,1279561.56
Mu,China ,2014,Dota 2,1386339.63,1390711.91
SanSheng,China ,2014,Dota 2,1198813.87,1207649.37
xiao8,China ,2014,Dota 2,1817094.33,1824534.96
Fenrir,China ,2014,Dota 2,1134954.79,1134954.79
fy,China ,2014,Dota 2,1032300.02,1032300.02
Super,China ,2014,Dota 2,1000066.23,1019314.16
iceiceice,Singapore ,2014,Dota 2,1123103.56,1125503.56
Sylar,China ,2014,Dota 2,1013771.67,1019826.72
ppd,United States ,2014,Dota 2,2602008.62,2628120.36
Arteezy,Canada ,2014,Dota 2,1036860.01,1036860.01
UNiVeRsE,United States ,2014,Dota 2,2777796.47,2777796.47
Zai,Sweden ,2014,Dota 2,1222981.3,1241653.84
rOtK,China ,2014,Dota 2,779647.91,799050.51
MMY!,China ,2014,Dota 2,1100227.04,1112556.41
Mushi,Malaysia ,2014,Dota 2,774863.03,775150.02
LaNm,China ,2014,Dota 2,933896.18,934348.86
BurNIng,China ,2014,Dota 2,632344.61,662291.03
mason,United States ,2014,Dota 2,247461.93,247461.93
Rabbit,China ,2014,Dota 2,270410.27,270410.27
EternaLEnVy,Canada ,2014,Dota 2,791697.08,791697.08
Aui_2000,Canada ,2014,Dota 2,1931859.44,1931859.44
pieliedie,Sweden ,2014,Dota 2,690423.9,690423.9
bOne7,Romania ,2014,Dota 2,324333.06,324333.06
Puppey,Estonia,2014,Dota 2,1362606.3,1363676.36
KuroKy,Germany ,2014,Dota 2,1097128.41,1097851.75
Faith,China ,2014,Dota 2,687907.6,706484.09
Ferrari_430,China ,2014,Dota 2,554796.07,578798.68
SingSing,Netherlands ,2014,Dota 2,213806.19,213806.19
YYF,China ,2014,Dota 2,417377.64,443435.16
ChuaN,Malaysia ,2014,Dota 2,712249.73,739183.13
Xi,China ,2014,Dota 2,296360.82,296676.15
Dendi,Ukraine ,2014,Dota 2,727894.1,732549.4
XBOCT,Ukraine ,2014,Dota 2,650238.68,651175.29
